country,date,num_sequences,perc_sequences,newcases,ntests,vx,vx_full,masks,gatherlim,match
lithuania,2021-07-22,157,67.67,203,10271,49.11,44.14,risk situations,no restr,0
lithuania,2021-07-23,157,67.67,245,13538,49.55,44.36,risk situations,no restr,0
lithuania,2021-07-24,157,67.67,233,7357,49.66,44.41,risk situations,no restr,0
lithuania,2021-07-25,157,67.67,192,4803,49.71,44.44,risk situations,no restr,0
lithuania,2021-07-26,547,97.5,97,13974,50.08,44.71,risk situations,no restr,0
lithuania,2021-07-27,547,97.5,221,13534,50.48,44.9,risk situations,no restr,0
lithuania,2021-07-28,547,97.5,345,15071,50.9,45.1,risk situations,no restr,0
lithuania,2021-07-29,547,97.5,410,13375,51.47,45.32,risk situations,no restr,0
lithuania,2021-07-30,547,97.5,377,16612,51.85,45.57,risk situations,no restr,0
lithuania,2021-07-31,547,97.5,402,8791,51.98,45.71,risk situations,no restr,0
lithuania,2021-08-01,547,97.5,198,6307,52,45.8,risk situations,no restr,0
lithuania,2021-08-02,547,97.5,230,17009,52.27,46.15,,,0
lithuania,2021-08-03,547,97.5,410,16015,52.6,46.33,,,0
lithuania,2021-08-04,547,97.5,535,16205,53.04,46.6,,,0
lithuania,2021-08-05,547,97.5,241,15619,53.82,47.13,,,0
lithuania,2021-08-06,547,97.5,777,18343,54.5,47.61,,,0
lithuania,2021-08-07,547,97.5,517,9338,54.71,47.79,,,0
lithuania,2021-08-08,547,97.5,377,6551,54.75,47.82,,,0
lithuania,2021-08-09,210,100,305,17013,55.23,48.22,,,0
lithuania,2021-08-10,210,100,535,16018,55.65,48.6,,,0
lithuania,2021-08-11,210,100,626,16038,56.07,49.02,,,0
luxembourg,2021-05-11,1,0.09,121,9036,29.28,11.56,risk situations,<100,0
luxembourg,2021-05-12,1,0.09,196,11353,,,risk situations,<100,0
luxembourg,2021-05-13,1,0.09,,1053,30.63,12.49,risk situations,<100,0
luxembourg,2021-05-14,1,0.09,174,10334,,,risk situations,<100,0
luxembourg,2021-05-15,1,0.09,,7339,,,risk situations,<100,0
luxembourg,2021-05-16,1,0.09,,588,31.88,13.63,risk situations,<1000,0
luxembourg,2021-05-17,24,3.23,268,8725,32.73,13.84,risk situations,<1000,0
luxembourg,2021-05-18,24,3.23,49,9931,33.47,14.04,risk situations,<1000,0
luxembourg,2021-05-19,24,3.23,159,10398,34.07,14.5,risk situations,<1000,0
luxembourg,2021-05-20,24,3.23,67,14462,34.51,14.95,risk situations,<1000,0
luxembourg,2021-05-21,24,3.23,80,16526,,,risk situations,<1000,0
luxembourg,2021-05-22,24,3.23,,11099,,,risk situations,<1000,0
luxembourg,2021-05-23,24,3.23,,978,,,risk situations,<1000,0
luxembourg,2021-05-24,24,3.23,,420,,,risk situations,<1000,0
luxembourg,2021-05-25,24,3.23,34,8842,35.68,16.22,risk situations,<1000,0
luxembourg,2021-05-26,24,3.23,90,9699,,,risk situations,<1000,0
luxembourg,2021-05-27,24,3.23,80,9425,35.81,16.81,risk situations,<1000,0
luxembourg,2021-05-28,24,3.23,81,9837,36.03,17.45,risk situations,<1000,0
luxembourg,2021-05-29,24,3.23,,5930,36.23,18.11,risk situations,<1000,0
luxembourg,2021-05-30,24,3.23,,337,,,risk situations,<1000,0
luxembourg,2021-05-31,58,14.8,102,9565,36.43,18.78,risk situations,<1000,0
luxembourg,2021-06-01,58,14.8,51,6665,36.7,19.39,risk situations,<1000,0
luxembourg,2021-06-02,58,14.8,44,6882,37.12,19.8,risk situations,<1000,0
luxembourg,2021-06-03,58,14.8,61,8410,38.72,20.95,risk situations,<1000,0
luxembourg,2021-06-04,58,14.8,94,9696,,,risk situations,<1000,0
luxembourg,2021-06-05,58,14.8,,5760,,,risk situations,<1000,0
luxembourg,2021-06-06,58,14.8,,295,,,risk situations,<1000,0
luxembourg,2021-06-07,58,14.8,74,8326,40.06,22.16,risk situations,<1000,0
luxembourg,2021-06-08,58,14.8,35,6288,40.6,22.99,risk situations,<1000,0
luxembourg,2021-06-09,58,14.8,52,7094,41.2,23.75,risk situations,<1000,0
luxembourg,2021-06-10,58,14.8,40,8056,,,risk situations,<1000,0
luxembourg,2021-06-11,58,14.8,23,9901,42.06,25.52,risk situations,<1000,0
luxembourg,2021-06-12,58,14.8,,5713,,,risk situations,<1000,0
luxembourg,2021-06-13,58,14.8,,367,,,risk situations,<1000,0
luxembourg,2021-06-14,89,37.24,39,7430,42.85,27.39,risk situations,<1000,0
luxembourg,2021-06-15,89,37.24,21,7143,43.27,28.07,risk situations,<1000,0
luxembourg,2021-06-16,89,37.24,19,7044,43.63,28.67,risk situations,<1000,0
luxembourg,2021-06-17,89,37.24,18,6996,44.43,29.15,risk situations,<1000,0
luxembourg,2021-06-18,89,37.24,13,11731,45.26,29.56,risk situations,<1000,0
luxembourg,2021-06-19,89,37.24,,5674,,,risk situations,<1000,0
luxembourg,2021-06-20,89,37.24,,347,,,risk situations,<1000,0
luxembourg,2021-06-21,89,37.24,19,7453,47.82,30.73,risk situations,<1000,0
luxembourg,2021-06-22,89,37.24,12,8855,,,risk situations,<1000,0
luxembourg,2021-06-23,89,37.24,,489,,,risk situations,<1000,0
luxembourg,2021-06-24,89,37.24,39,8089,49.73,31.1,risk situations,<1000,0
luxembourg,2021-06-25,89,37.24,14,9054,50.57,31.32,risk situations,<1000,0
luxembourg,2021-06-26,89,37.24,,4965,,,risk situations,<1000,0
luxembourg,2021-06-27,89,37.24,,276,,,risk situations,<1000,0
luxembourg,2021-06-28,85,65.89,42,6407,52.55,31.73,risk situations,<1000,0
luxembourg,2021-06-29,85,65.89,53,4386,53.52,31.93,risk situations,<1000,0
luxembourg,2021-06-30,85,65.89,92,5115,54.48,33.66,risk situations,<1000,0
luxembourg,2021-07-01,85,65.89,108,6122,,,risk situations,<1000,0
luxembourg,2021-07-02,85,65.89,136,8409,54.91,34.65,risk situations,<1000,0
luxembourg,2021-07-03,85,65.89,,4594,,,risk situations,<1000,0
luxembourg,2021-07-04,85,65.89,,342,,,risk situations,<1000,0
luxembourg,2021-07-05,85,65.89,398,5833,56.06,36.23,risk situations,<1000,0
luxembourg,2021-07-06,85,65.89,118,7049,56.7,36.84,risk situations,<1000,0
luxembourg,2021-07-07,85,65.89,201,7072,57.33,37.42,risk situations,<1000,0
luxembourg,2021-07-08,85,65.89,131,7592,57.89,37.84,risk situations,<1000,0
luxembourg,2021-07-09,85,65.89,131,9739,58.38,38.14,risk situations,<1000,0
luxembourg,2021-07-10,85,65.89,,5679,,,risk situations,<1000,0
luxembourg,2021-07-11,85,65.89,,339,,,risk situations,<1000,0
luxembourg,2021-07-12,300,31.78,247,7202,59.37,38.85,risk situations,<1000,0
luxembourg,2021-07-13,300,31.78,134,6314,59.84,39.38,risk situations,<1000,0
luxembourg,2021-07-14,300,31.78,118,8738,60.27,39.78,risk situations,<1000,0
luxembourg,2021-07-15,300,31.78,123,9402,60.95,41.39,risk situations,<1000,0
luxembourg,2021-07-16,300,31.78,127,10547,,,risk situations,<1000,0
luxembourg,2021-07-17,300,31.78,,7323,,,risk situations,<1000,0
luxembourg,2021-07-18,300,31.78,,358,,,risk situations,<1000,0
luxembourg,2021-07-19,300,31.78,226,7402,61.82,43.59,risk situations,<1000,0
luxembourg,2021-07-20,300,31.78,89,6240,,,risk situations,<1000,0
luxembourg,2021-07-21,300,31.78,141,6248,61.97,44.31,risk situations,<1000,0
luxembourg,2021-07-22,300,31.78,94,7194,62.18,45.52,risk situations,<1000,0
luxembourg,2021-07-23,300,31.78,103,9840,,,risk situations,<1000,0
luxembourg,2021-07-24,300,31.78,,6502,,,risk situations,<1000,0
luxembourg,2021-07-25,300,31.78,,313,,,risk situations,<1000,0
luxembourg,2021-07-26,444,63.52,139,6062,62.49,46.95,risk situations,<1000,0
luxembourg,2021-07-27,444,63.52,86,6149,,,risk situations,<1000,0
luxembourg,2021-07-28,444,63.52,107,7191,,,risk situations,<1000,0
luxembourg,2021-07-29,444,63.52,72,9128,62.59,48.97,risk situations,<1000,0
luxembourg,2021-07-30,444,63.52,54,10371,62.7,49.46,risk situations,<1000,0
luxembourg,2021-07-31,444,63.52,,7048,,,risk situations,<1000,0
luxembourg,2021-08-01,444,63.52,,295,,,risk situations,<1000,0
luxembourg,2021-08-02,444,63.52,120,6368,62.91,50.6,risk situations,<1000,0
luxembourg,2021-08-03,444,63.52,52,5183,63.05,51.56,risk situations,<1000,0
luxembourg,2021-08-04,444,63.52,102,5396,,,risk situations,<1000,0
luxembourg,2021-08-05,444,63.52,68,5475,63.16,52.35,risk situations,<1000,0
luxembourg,2021-08-06,444,63.52,50,8334,63.24,52.78,risk situations,<1000,0
luxembourg,2021-08-07,444,63.52,,5006,,,risk situations,<1000,0
luxembourg,2021-08-08,444,63.52,,263,,,risk situations,<1000,0
luxembourg,2021-08-09,208,80.93,133,4306,63.44,53.63,risk situations,<1000,0
luxembourg,2021-08-10,208,80.93,42,5052,63.52,54.01,risk situations,<1000,0
luxembourg,2021-08-11,208,80.93,61,3287,63.58,54.33,risk situations,<1000,0
malta,2021-05-11,0,0,6,1600,60.72,28.82,always,<10,0
malta,2021-05-12,0,0,5,2170,61.61,29.56,always,<10,0
malta,2021-05-13,0,0,4,1996,62.52,30.2,always,<10,0
malta,2021-05-14,0,0,1,2017,63.44,31.02,always,<10,0
malta,2021-05-15,0,0,4,1711,64.15,31.97,always,<10,0
malta,2021-05-16,0,0,2,2454,64.41,32.5,always,<10,0
malta,2021-05-17,0,0,4,1541,64.93,33.44,always,<10,0
malta,2021-05-18,0,0,2,1693,65.65,34.56,always,<10,0
malta,2021-05-19,0,0,3,1875,66.4,35.89,always,<10,0
malta,2021-05-20,0,0,2,2234,67.16,37.17,always,<10,0
malta,2021-05-21,0,0,6,2018,67.84,38.32,always,<10,0
malta,2021-05-22,0,0,2,1926,68.23,39.69,always,<10,0
malta,2021-05-23,0,0,5,2409,68.61,40.82,always,<10,0
malta,2021-05-24,0,0,2,1624,69.76,41.57,always,<10,0
malta,2021-05-25,0,0,3,1492,70.3,42.82,always,<10,0
malta,2021-05-26,0,0,7,2080,70.64,44.36,always,<10,0
malta,2021-05-27,0,0,4,2316,71.12,45.34,always,<10,0
malta,2021-05-28,0,0,6,2288,71.51,45.93,always,<10,0
malta,2021-05-29,0,0,3,2010,71.62,46.48,always,<10,0
malta,2021-05-30,0,0,4,2279,71.74,47.13,always,<10,0
malta,2021-05-31,0,0,2,1722,72.19,47.67,always,<10,0
malta,2021-06-01,0,0,8,2026,72.38,49.45,always,<10,0
malta,2021-06-02,0,0,10,2275,73.01,50.19,always,<10,0
malta,2021-06-03,0,0,4,2799,73.45,51.26,always,<10,0
malta,2021-06-04,0,0,2,2545,73.72,52.23,always,<10,0
malta,2021-06-05,0,0,9,2764,74.09,52.96,always,<10,0
malta,2021-06-06,0,0,3,2024,74.32,53.25,always,<10,0
malta,2021-06-07,0,0,,1355,74.51,54.09,always,<10,0
malta,2021-06-08,0,0,1,1432,74.96,55.09,always,<10,0
malta,2021-06-09,0,0,1,1658,75.46,55.93,always,<10,0
malta,2021-06-10,0,0,4,2123,75.73,56.97,always,<10,0
malta,2021-06-11,0,0,2,1817,76.05,58,always,<10,0
malta,2021-06-12,0,0,2,1721,76.82,58.64,always,<10,0
malta,2021-06-13,0,0,,1793,77.01,58.98,always,<10,0
malta,2021-06-14,0,0,1,1021,77.44,60.04,always,<10,0
malta,2021-06-15,0,0,,1526,77.97,61.32,always,<10,0
malta,2021-06-16,0,0,3,1798,78.49,62.13,always,<10,0
malta,2021-06-17,0,0,,1978,78.96,63.09,always,<10,0
malta,2021-06-18,0,0,3,1965,79.29,64.03,always,<10,0
malta,2021-06-19,0,0,,1660,79.71,64.73,always,<10,0
malta,2021-06-20,0,0,1,1839,79.83,65.27,always,<10,0
malta,2021-06-21,0,0,1,1480,79.98,65.74,always,<10,0
malta,2021-06-22,0,0,5,1649,80.08,66.73,always,<10,0
malta,2021-06-23,0,0,,1692,80.15,67.75,always,<10,0
malta,2021-06-24,0,0,3,2271,80.42,68.84,always,<10,0
malta,2021-06-25,0,0,5,3127,80.46,69.66,always,<10,0
malta,2021-06-26,0,0,3,2360,80.66,70.18,always,<10,0
malta,2021-06-27,0,0,,2227,80.67,70.54,always,<10,0
malta,2021-06-28,0,0,6,1316,80.89,71.52,always,<10,0
malta,2021-06-29,0,0,6,2250,81.12,72.61,always,<10,0
malta,2021-06-30,0,0,5,2374,81.34,73.81,always,<10,0
malta,2021-07-01,0,0,4,2528,81.62,74.5,public spaces,<10,0
malta,2021-07-02,0,0,6,2717,81.82,75.34,public spaces,<10,0
malta,2021-07-03,0,0,7,2841,82.05,75.91,public spaces,<10,0
malta,2021-07-04,0,0,12,2916,82.21,76.28,public spaces,<10,0
malta,2021-07-05,0,0,12,2235,82.5,77.1,public spaces,<10,0
malta,2021-07-06,0,0,11,2481,82.8,77.4,public spaces,<10,0
malta,2021-07-07,0,0,25,2495,83.14,78.06,public spaces,<10,0
malta,2021-07-08,0,0,55,2668,83.45,78.53,public spaces,<10,0
malta,2021-07-09,0,0,96,2903,83.76,79.07,public spaces,<10,0
malta,2021-07-10,0,0,109,3164,84.12,79.26,public spaces,<10,0
malta,2021-07-11,0,0,101,3224,84.26,79.34,public spaces,<10,0
malta,2021-07-12,59,98.33,179,2647,84.56,79.58,public spaces,<10,0
malta,2021-07-13,59,98.33,154,3353,84.95,79.84,public spaces,<10,0
malta,2021-07-14,59,98.33,218,4188,85.47,80.16,public spaces,<10,0
malta,2021-07-15,59,98.33,222,3629,85.92,80.4,public spaces,<10,0
malta,2021-07-16,59,98.33,235,3879,86.46,80.6,public spaces,<10,0
malta,2021-07-17,59,98.33,206,4373,86.78,80.91,public spaces,<10,0
malta,2021-07-18,59,98.33,195,3548,86.94,80.98,public spaces,<10,0
malta,2021-07-19,59,98.33,146,3809,87.5,81.32,public spaces,<10,0
malta,2021-07-20,59,98.33,217,4091,87.72,81.73,public spaces,<10,0
malta,2021-07-21,59,98.33,199,3976,88.11,82.2,public spaces,<10,0
malta,2021-07-22,59,98.33,166,4302,88.16,82.64,public spaces,<10,0
malta,2021-07-23,59,98.33,172,3640,88.88,83.48,public spaces,<10,0
malta,2021-07-24,59,98.33,171,3926,89.01,83.67,public spaces,<10,0
malta,2021-07-25,59,98.33,127,3504,89.02,83.84,public spaces,<10,0
malta,2021-07-26,59,98.33,94,3136,89.23,84.21,public spaces,<10,0
malta,2021-07-27,59,98.33,142,4031,89.71,84.65,public spaces,<10,0
malta,2021-07-28,59,98.33,91,3862,89.84,85.01,public spaces,<10,0
malta,2021-07-29,59,98.33,95,3795,90.24,85.84,public spaces,<10,0
malta,2021-07-30,59,98.33,111,3693,90.42,86.27,public spaces,<10,0
malta,2021-07-31,59,98.33,94,3483,90.52,86.57,public spaces,<10,0
malta,2021-08-01,59,98.33,80,3378,90.53,86.7,public spaces,<10,0
malta,2021-08-02,59,98.33,64,2762,90.76,87.21,public spaces,<10,0
malta,2021-08-03,59,98.33,69,3157,90.96,87.74,public spaces,<10,0
malta,2021-08-04,59,98.33,82,3346,91.13,88.24,public spaces,<10,0
malta,2021-08-05,59,98.33,78,3260,91.33,88.8,public spaces,<10,0
malta,2021-08-06,59,98.33,48,3508,91.51,89.37,public spaces,<10,0
malta,2021-08-07,59,98.33,71,3593,91.59,89.58,public spaces,<10,0
malta,2021-08-08,59,98.33,59,3526,91.6,89.72,public spaces,<10,0
malta,2021-08-09,59,98.33,56,2615,91.74,90.17,public spaces,<10,0
malta,2021-08-10,59,98.33,51,3093,91.89,90.54,public spaces,<10,0
malta,2021-08-11,59,98.33,87,3466,92.04,90.91,public spaces,<10,0
moldova,2021-05-11,,,151,,4.15,0.63,always,<10,0
moldova,2021-05-12,,,224,,4.36,0.67,always,<10,0
moldova,2021-05-13,,,213,,4.65,0.73,always,<10,0
moldova,2021-05-14,,,181,,4.9,0.78,always,<10,0
moldova,2021-05-15,,,169,,5,0.79,always,<10,0
moldova,2021-05-16,,,109,,,,always,<10,0
moldova,2021-05-17,,,109,,5.2,0.82,always,<10,0
moldova,2021-05-18,,,121,,5.43,0.85,always,<10,0
moldova,2021-05-19,,,138,,5.67,0.88,always,<10,0
moldova,2021-05-20,,,166,,5.93,0.91,always,<10,0
moldova,2021-05-21,,,120,6005,6.2,0.94,always,<10,0
moldova,2021-05-22,,,102,,6.35,0.96,always,<10,0
moldova,2021-05-23,,,75,,6.44,0.96,always,<10,0
moldova,2021-05-24,,,65,4687,6.6,1,always,<10,0
moldova,2021-05-25,,,73,,7.47,1.26,always,<10,0
moldova,2021-05-26,,,94,,,,always,<10,0
moldova,2021-05-27,,,77,4575,7.84,1.5,always,<10,0
moldova,2021-05-28,,,75,6438,8.14,1.74,always,<10,0
moldova,2021-05-29,,,45,,8.28,1.81,always,<10,0
moldova,2021-05-30,,,40,,,,always,<10,0
moldova,2021-05-31,,,41,2593,8.43,1.9,always,<10,0
moldova,2021-06-01,,,55,2644,8.55,2.01,public spaces,<10,0
moldova,2021-06-02,,,44,5440,8.67,2.21,public spaces,<10,0
moldova,2021-06-03,,,69,,8.93,2.6,public spaces,<10,0
moldova,2021-06-04,,,48,,,,public spaces,<10,0
moldova,2021-06-05,,,30,,8.98,2.66,public spaces,<10,0
moldova,2021-06-06,,,21,,9,2.67,public spaces,<10,0
moldova,2021-06-07,,,48,,9.09,2.81,public spaces,<10,0
moldova,2021-06-08,,,40,,,,public spaces,<10,0
moldova,2021-06-09,,,60,,9.27,3.17,public spaces,<10,0
moldova,2021-06-10,,,60,,9.36,3.33,public spaces,<10,0
moldova,2021-06-11,,,54,,9.45,3.51,public spaces,<10,0
moldova,2021-06-12,,,43,,9.49,3.61,public spaces,<10,0
moldova,2021-06-13,,,39,,9.51,3.64,public spaces,<10,0
moldova,2021-06-14,,,33,,9.57,3.79,public spaces,<10,0
moldova,2021-06-15,,,48,,9.64,4.16,public spaces,<10,0
moldova,2021-06-16,,,59,,9.7,4.62,public spaces,<10,0
moldova,2021-06-17,,,57,,9.78,5.03,public spaces,<10,0
moldova,2021-06-18,,,60,,9.85,5.37,public spaces,<10,0
moldova,2021-06-19,,,49,,9.88,5.45,public spaces,<10,0
moldova,2021-06-20,,,37,,9.95,5.7,public spaces,<10,0
moldova,2021-06-21,,,47,,10.03,5.89,public spaces,<10,0
moldova,2021-06-22,,,45,,,,public spaces,<10,0
moldova,2021-06-23,,,92,,10.18,6.07,public spaces,<10,0
moldova,2021-06-24,,,63,,10.35,6.2,public spaces,<10,0
moldova,2021-06-25,,,88,,10.52,6.34,public spaces,<10,0
moldova,2021-06-26,,,52,,10.67,6.39,public spaces,<10,0
moldova,2021-06-27,,,32,,,,public spaces,<10,0
moldova,2021-06-28,,,55,,10.8,6.48,public spaces,<10,0
moldova,2021-06-29,,,55,,10.95,6.58,public spaces,<10,0
moldova,2021-06-30,,,65,,11.23,6.79,public spaces,<10,0
moldova,2021-07-01,,,82,,,,public spaces,<10,0
moldova,2021-07-02,,,54,,11.36,6.89,public spaces,<10,0
moldova,2021-07-03,,,61,,11.41,6.92,public spaces,<10,0
moldova,2021-07-04,,,39,,11.42,6.93,public spaces,<10,0
moldova,2021-07-05,,,65,,11.5,7,public spaces,<10,0
moldova,2021-07-06,,,70,,11.6,7.12,public spaces,<10,0
moldova,2021-07-07,,,82,,11.69,7.25,public spaces,<10,0
moldova,2021-07-08,,,85,,11.79,7.41,public spaces,<10,0
moldova,2021-07-09,,,71,,11.88,7.57,public spaces,<10,0
moldova,2021-07-10,,,76,,11.9,7.6,public spaces,<10,0
moldova,2021-07-11,,,48,,12.02,7.65,public spaces,<10,0
moldova,2021-07-12,,,62,,12.14,7.77,public spaces,<10,0
moldova,2021-07-13,,,59,,12.23,7.94,public spaces,<10,0
moldova,2021-07-14,,,90,,12.29,8.16,public spaces,<10,0
moldova,2021-07-15,,,88,,12.42,8.61,public spaces,<10,0
moldova,2021-07-16,,,76,,,,public spaces,<10,0
moldova,2021-07-17,,,61,,12.47,8.9,public spaces,<10,0
moldova,2021-07-18,,,43,,,,public spaces,<10,0
moldova,2021-07-19,,,61,,12.48,9.64,public spaces,<10,0
moldova,2021-07-20,,,89,,,,public spaces,<10,0
moldova,2021-07-21,,,141,,12.53,10.05,public spaces,<10,0
moldova,2021-07-22,,,128,,12.61,10.73,,<10,0
moldova,2021-07-23,,,119,,,,,<10,0
moldova,2021-07-24,,,97,,12.76,10.83,,<10,0
moldova,2021-07-25,,,43,,12.83,10.87,,<10,0
moldova,2021-07-26,,,89,,13.01,11.13,,<10,0
moldova,2021-07-27,,,139,,13.21,11.4,,<10,0
moldova,2021-07-28,,,166,,13.36,11.65,,<10,0
moldova,2021-07-29,,,184,,,,,<10,0
moldova,2021-07-30,,,154,,13.55,12.1,,<10,0
moldova,2021-07-31,,,122,,13.61,12.24,,<10,0
moldova,2021-08-01,,,71,,13.62,12.27,,<10,0
moldova,2021-08-02,,,118,,13.67,12.39,,<10,0
moldova,2021-08-03,,,161,,13.81,12.72,,<10,0
moldova,2021-08-04,,,196,,,,,<10,0
moldova,2021-08-05,,,159,,,,,<10,0
moldova,2021-08-06,,,241,,13.91,13.11,,<10,0
moldova,2021-08-07,,,131,,13.93,13.18,,<10,0
moldova,2021-08-08,,,75,,13.94,13.2,,<10,0
moldova,2021-08-09,,,177,,13.99,13.36,,<10,0
moldova,2021-08-10,,,193,,14.04,13.52,,<10,0
moldova,2021-08-11,,,256,,,,,<10,0
montenegro,2021-05-11,,,84,,14.17,5.07,,,0
montenegro,2021-05-12,,,97,,14.86,5.14,,,0
montenegro,2021-05-13,,,73,,15.57,5.22,,,0
montenegro,2021-05-14,,,84,,16.01,5.27,,,0
montenegro,2021-05-15,,,75,,16.51,5.34,,,0
montenegro,2021-05-16,,,74,,16.94,5.38,,,0
montenegro,2021-05-17,,,46,,17.18,5.4,,,0
montenegro,2021-05-18,,,73,,17.67,5.47,,,0
montenegro,2021-05-19,,,60,,18.07,5.53,,,0
montenegro,2021-05-20,,,67,,18.55,5.58,,,0
montenegro,2021-05-21,,,55,,18.9,5.62,,,0
montenegro,2021-05-22,,,50,,,,,,0
montenegro,2021-05-23,,,45,,19.27,5.69,,,0
montenegro,2021-05-24,,,43,,19.39,5.7,,,0
montenegro,2021-05-25,,,67,,19.72,5.77,,,0
montenegro,2021-05-26,,,67,,20.25,8.54,,,0
montenegro,2021-05-27,,,52,,,,,,0
montenegro,2021-05-28,,,41,,20.55,9.89,,,0
montenegro,2021-05-29,,,48,,20.81,11.07,,,0
montenegro,2021-05-30,,,39,,20.98,11.91,,,0
montenegro,2021-05-31,,,18,,21.09,12.46,,,0
montenegro,2021-06-01,,,29,,21.31,13.45,,,0
montenegro,2021-06-02,,,31,,21.5,14.11,,,0
montenegro,2021-06-03,,,34,,21.75,14.84,,,0
montenegro,2021-06-04,,,41,,21.98,15.32,,,0
montenegro,2021-06-05,,,33,,22.18,15.85,,,0
montenegro,2021-06-06,,,21,,22.3,16.24,,,0
montenegro,2021-06-07,,,22,,22.38,16.49,,,0
montenegro,2021-06-08,,,14,,22.54,17.03,,,0
montenegro,2021-06-09,,,19,,22.7,17.47,,,0
montenegro,2021-06-10,,,23,,22.83,17.94,,,0
montenegro,2021-06-11,,,24,,22.96,18.34,,,0
montenegro,2021-06-12,,,14,,23.04,18.57,,,0
montenegro,2021-06-13,,,28,,,,,,0
montenegro,2021-06-14,,,8,,23.11,18.84,,,0
montenegro,2021-06-15,,,24,,23.19,19.16,,,0
montenegro,2021-06-16,,,13,,,,,,0
montenegro,2021-06-17,,,19,,23.4,19.63,,,0
montenegro,2021-06-18,,,16,,23.48,19.92,,,0
montenegro,2021-06-19,,,19,,23.54,20.16,,,0
montenegro,2021-06-20,,,20,,23.56,20.33,,,0
montenegro,2021-06-21,,,17,,23.58,20.43,,,0
montenegro,2021-06-22,,,12,,23.62,20.67,,,0
montenegro,2021-06-23,,,13,,23.66,20.87,,,0
montenegro,2021-06-24,,,14,,23.76,21.1,,,0
montenegro,2021-06-25,,,14,,,,,,0
montenegro,2021-06-26,,,23,,23.87,21.52,,,0
montenegro,2021-06-27,,,22,,23.88,21.63,,,0
montenegro,2021-06-28,,,14,,23.89,21.7,,,0
montenegro,2021-06-29,,,26,,23.93,21.87,,,0
montenegro,2021-06-30,,,22,,23.97,22.02,,,0
montenegro,2021-07-01,,,20,,24.06,22.16,,,0
montenegro,2021-07-02,,,20,,24.15,22.29,,,0
montenegro,2021-07-03,,,24,,24.25,22.37,,,0
montenegro,2021-07-04,,,11,,24.36,22.43,,,0
montenegro,2021-07-05,,,11,,24.42,22.44,,,0
montenegro,2021-07-06,,,24,,24.6,22.55,,,0
montenegro,2021-07-07,,,30,,24.76,22.63,,,0
montenegro,2021-07-08,,,22,,24.91,22.75,,,0
montenegro,2021-07-09,,,16,,25.03,22.84,,,0
montenegro,2021-07-10,,,29,,25.15,22.9,,,0
montenegro,2021-07-11,,,19,,25.21,22.92,,,0
montenegro,2021-07-12,,,10,,25.24,22.93,,,0
montenegro,2021-07-13,,,31,,25.36,22.98,,,0
montenegro,2021-07-14,,,24,,25.39,23,,,0
montenegro,2021-07-15,,,24,,25.43,23.08,,,0
montenegro,2021-07-16,,,23,,25.52,23.16,,,0
montenegro,2021-07-17,,,32,,25.68,23.23,,,0
montenegro,2021-07-18,,,40,,25.75,23.24,,,0
montenegro,2021-07-19,,,28,,25.78,23.25,,,0
montenegro,2021-07-20,,,65,,26.08,23.34,,,0
montenegro,2021-07-21,,,47,,,,,,0
montenegro,2021-07-22,,,63,,26.27,23.43,,,0
montenegro,2021-07-23,,,64,,26.44,23.53,,,0
montenegro,2021-07-24,,,132,,26.63,23.63,,,0
montenegro,2021-07-25,,,69,,26.76,23.72,,,0
montenegro,2021-07-26,,,77,,26.82,23.76,,,0
montenegro,2021-07-27,,,145,,27.05,23.95,,,0
montenegro,2021-07-28,,,144,,27.29,24.1,,,0
montenegro,2021-07-29,,,146,,27.56,24.25,,,0
montenegro,2021-07-30,,,143,,27.8,24.37,,,0
montenegro,2021-07-31,,,142,,28.05,24.49,,,0
montenegro,2021-08-01,,,165,,28.3,24.56,,,0
montenegro,2021-08-02,,,92,,28.43,24.59,,,0
montenegro,2021-08-03,,,219,,28.73,24.74,,,0
montenegro,2021-08-04,,,257,,29,24.81,,,0
montenegro,2021-08-05,,,219,,29.34,24.87,,,0
montenegro,2021-08-06,,,279,,29.63,24.97,,,0
montenegro,2021-08-07,,,285,,29.86,25.12,,,0
montenegro,2021-08-08,,,279,,29.99,25.18,,,0
montenegro,2021-08-09,,,210,,30.08,25.21,,,0
montenegro,2021-08-10,,,332,,30.27,25.37,,,0
montenegro,2021-08-11,,,349,,30.41,25.5,,,0
